time,x,y,velocity_x,velocity_y,enemy_distance,goal_distance,hp,action
0.0015,304,310,4,0,194,1496,3,RIGHT
0.0015,308,310,4,0,188,1492,3,RIGHT
0.0016,312,310,4,0,182,1488,3,RIGHT
0.0016,316,310,4,0,176,1484,3,RIGHT
0.0016,320,310,4,0,170,1480,3,RIGHT
0.0017,324,310,4,0,164,1476,3,RIGHT
0.0018,328,310,4,0,158,1472,3,RIGHT
0.0018,332,310,4,0,152,1468,3,RIGHT
0.0018,336,310,4,0,146,1464,3,RIGHT
0.0018,340,310,4,0,140,1460,3,RIGHT
0.0018,344,310,4,0,134,1456,3,RIGHT
0.0018,348,310,4,0,128,1452,3,RIGHT
0.0019,352,310,4,0,122,1448,3,RIGHT
0.0019,356,310,4,0,116,1444,3,RIGHT
0.0019,360,310,4,0,110,1440,3,RIGHT
0.0019,364,310,4,0,104,1436,3,RIGHT
0.0019,368,310,4,0,98,1432,3,RIGHT
0.002,372,310,4,0,92,1428,3,RIGHT
0.002,376,310,4,0,86,1424,3,RIGHT
0.002,380,310,4,0,80,1420,3,RIGHT
0.002,384,310,4,0,74,1416,3,RIGHT
0.002,388,310,4,0,68,1412,3,RIGHT
0.0021,392,310,4,0,62,1408,3,RIGHT
0.0021,396,310,4,0,56,1404,3,RIGHT
0.0021,400,310,4,0,50,1400,3,JUMP
0.0021,404,298,4,-12.2,48,1396,3,JUMP
0.0021,408,287,4,-11.399999999999999,46,1392,3,JUMP
0.0023,412,276,4,-10.599999999999998,44,1388,3,JUMP
0.0023,416,266,4,-9.799999999999997,42,1384,3,JUMP
0.0023,420,257,4,-8.999999999999996,40,1380,3,JUMP
0.0023,424,249,4,-8.199999999999996,38,1376,3,JUMP
0.0024,428,242,4,-7.399999999999996,36,1372,3,JUMP
0.0024,432,235,4,-6.599999999999996,34,1368,3,JUMP
0.0024,436,229,4,-5.799999999999996,32,1364,3,JUMP
0.0024,440,224,4,-4.9999999999999964,30,1360,3,JUMP
0.0024,444,220,4,-4.199999999999997,28,1356,3,JUMP
0.0025,448,217,4,-3.399999999999997,26,1352,3,JUMP
0.0025,452,214,4,-2.599999999999997,24,1348,3,JUMP
0.0025,456,212,4,-1.799999999999997,22,1344,3,JUMP
0.0025,460,211,4,-0.9999999999999969,20,1340,3,JUMP
0.0025,464,211,4,-0.19999999999999685,18,1336,3,JUMP
0.0025,468,210,4,0,16,1332,3,JUMP
0.0026,472,198,4,-12.2,14,1328,3,JUMP
0.0026,476,187,4,-11.399999999999999,12,1324,3,JUMP
0.0026,480,176,4,-10.599999999999998,10,1320,3,JUMP
0.0026,484,166,4,-9.799999999999997,8,1316,3,JUMP
0.0026,488,157,4,-8.999999999999996,6,1312,3,JUMP
0.0027,492,149,4,-8.199999999999996,4,1308,3,JUMP
0.0027,496,142,4,-7.399999999999996,2,1304,3,JUMP
0.0027,500,135,4,-6.599999999999996,0,1300,3,RIGHT
0.0027,504,129,4,-5.799999999999996,2,1296,3,RIGHT
0.0027,508,124,4,-4.9999999999999964,4,1292,3,RIGHT
0.0027,512,120,4,-4.199999999999997,6,1288,3,RIGHT
0.0028,516,117,4,-3.399999999999997,8,1284,3,RIGHT
0.0028,520,114,4,-2.599999999999997,10,1280,3,RIGHT
0.0028,524,112,4,-1.799999999999997,12,1276,3,RIGHT
0.0028,528,111,4,-0.9999999999999969,14,1272,3,RIGHT
0.0028,532,111,4,-0.19999999999999685,16,1268,3,RIGHT
0.0029,536,112,4,0.6000000000000032,18,1264,3,RIGHT
0.0029,540,113,4,1.4000000000000032,20,1260,3,RIGHT
0.0029,544,115,4,2.2000000000000033,22,1256,3,RIGHT
0.0029,548,118,4,3.0000000000000036,24,1252,3,RIGHT
0.0029,552,122,4,3.8000000000000034,26,1248,3,RIGHT
0.003,556,127,4,4.600000000000003,28,1244,3,RIGHT
0.003,560,132,4,5.400000000000003,30,1240,3,RIGHT
0.003,564,138,4,6.200000000000003,32,1236,3,RIGHT
0.003,568,145,4,7.000000000000003,34,1232,3,RIGHT
0.003,572,153,4,7.8000000000000025,36,1228,3,RIGHT
0.003,576,162,4,8.600000000000003,38,1224,3,RIGHT
0.0031,580,171,4,9.400000000000004,40,1220,3,RIGHT
0.0031,584,181,4,10.200000000000005,42,1216,3,RIGHT
0.0031,588,192,4,11.000000000000005,44,1212,3,RIGHT
0.0031,592,204,4,11.800000000000006,46,1208,3,RIGHT
0.0031,596,217,4,12.600000000000007,48,1204,3,RIGHT
0.0032,600,230,4,13.400000000000007,50,1200,3,RIGHT
0.0032,604,244,4,14.200000000000008,52,1196,3,RIGHT
0.0032,608,259,4,15.000000000000009,54,1192,3,RIGHT
0.0032,612,275,4,15.80000000000001,56,1188,3,RIGHT
0.0032,616,292,4,16.60000000000001,58,1184,3,RIGHT
0.0034,620,309,4,17.40000000000001,60,1180,3,RIGHT
0.0034,624,310,4,0,62,1176,3,RIGHT
0.0034,628,310,4,0,64,1172,3,RIGHT
0.0034,632,310,4,0,66,1168,3,RIGHT
0.0035,636,310,4,0,68,1164,3,RIGHT
0.0035,640,310,4,0,70,1160,3,RIGHT
0.0035,644,310,4,0,72,1156,3,RIGHT
0.0035,648,310,4,0,74,1152,3,RIGHT
0.0035,652,310,4,0,76,1148,3,RIGHT
0.0036,656,310,4,0,78,1144,3,RIGHT
0.0036,660,310,4,0,80,1140,3,RIGHT
0.0036,664,310,4,0,82,1136,3,RIGHT
0.0036,668,310,4,0,84,1132,3,RIGHT
0.0036,672,310,4,0,86,1128,3,RIGHT
0.0037,676,310,4,0,88,1124,3,RIGHT
0.0037,680,310,4,0,90,1120,3,RIGHT
0.0037,684,310,4,0,92,1116,3,RIGHT
0.0037,688,310,4,0,94,1112,3,RIGHT
0.0037,692,310,4,0,96,1108,3,RIGHT
0.0038,696,310,4,0,98,1104,3,RIGHT
0.0038,700,310,4,0,100,1100,3,RIGHT
0.0038,704,310,4,0,102,1096,3,RIGHT
0.0038,708,310,4,0,104,1092,3,RIGHT
0.0039,712,310,4,0,106,1088,3,RIGHT
0.0039,716,310,4,0,108,1084,3,RIGHT
0.004,720,310,4,0,110,1080,3,RIGHT
0.004,724,310,4,0,112,1076,3,RIGHT
0.004,728,310,4,0,114,1072,3,RIGHT
0.004,732,310,4,0,116,1068,3,RIGHT
0.0041,736,310,4,0,118,1064,3,RIGHT
0.0041,740,310,4,0,120,1060,3,RIGHT
0.0041,744,310,4,0,122,1056,3,RIGHT
0.0041,748,310,4,0,124,1052,3,RIGHT
0.0041,752,310,4,0,126,1048,3,RIGHT
0.0043,756,310,4,0,128,1044,3,RIGHT
0.0043,760,310,4,0,130,1040,3,RIGHT
0.0043,764,310,4,0,132,1036,3,JUMP
0.0043,768,298,4,-12.2,134,1032,3,JUMP
0.0043,772,287,4,-11.399999999999999,136,1028,3,JUMP
0.0044,776,276,4,-10.599999999999998,138,1024,3,JUMP
0.0044,780,266,4,-9.799999999999997,140,1020,3,JUMP
0.0044,784,257,4,-8.999999999999996,142,1016,3,JUMP
0.0044,788,249,4,-8.199999999999996,144,1012,3,JUMP
0.0044,792,242,4,-7.399999999999996,146,1008,3,JUMP
0.0045,796,235,4,-6.599999999999996,148,1004,3,JUMP
0.0045,800,229,4,-5.799999999999996,150,1000,3,JUMP
0.0045,804,224,4,-4.9999999999999964,152,996,3,JUMP
0.0045,808,220,4,-4.199999999999997,154,992,3,JUMP
0.0046,812,217,4,-3.399999999999997,156,988,3,JUMP
0.0046,816,214,4,-2.599999999999997,158,984,3,JUMP
0.0046,820,212,4,-1.799999999999997,160,980,3,JUMP
0.0046,824,211,4,-0.9999999999999969,162,976,3,JUMP
0.0046,828,211,4,-0.19999999999999685,164,972,3,JUMP
0.0047,832,212,4,0.6000000000000032,166,968,3,JUMP
0.0047,836,213,4,1.4000000000000032,168,964,3,JUMP
0.0047,840,215,4,2.2000000000000033,170,960,3,JUMP
0.0047,844,218,4,3.0000000000000036,172,956,3,JUMP
0.0048,848,222,4,3.8000000000000034,174,952,3,JUMP
0.0048,852,227,4,4.600000000000003,176,948,3,JUMP
0.0048,856,232,4,5.400000000000003,178,944,3,JUMP
0.0049,860,238,4,6.200000000000003,180,940,3,RIGHT
0.0049,864,245,4,7.000000000000003,182,936,3,RIGHT
0.0049,868,253,4,7.8000000000000025,184,932,3,RIGHT
0.0049,872,262,4,8.600000000000003,186,928,3,RIGHT
0.0049,876,271,4,9.400000000000004,188,924,3,RIGHT
0.0049,880,281,4,10.200000000000005,190,920,3,RIGHT
0.005,884,292,4,11.000000000000005,192,916,3,RIGHT
0.005,888,304,4,11.800000000000006,194,912,3,RIGHT
0.005,892,310,4,0,196,908,3,RIGHT
0.005,896,310,4,0,198,904,3,RIGHT
0.0051,900,310,4,0,200,900,3,RIGHT
0.0052,904,310,4,0,202,896,3,RIGHT
0.0052,908,310,4,0,204,892,3,RIGHT
0.0052,912,310,4,0,206,888,3,RIGHT
0.0053,916,310,4,0,208,884,3,RIGHT
0.0053,920,310,4,0,210,880,3,RIGHT
0.0053,924,310,4,0,212,876,3,RIGHT
0.0053,928,310,4,0,214,872,3,RIGHT
0.0054,932,310,4,0,216,868,3,RIGHT
0.0054,936,310,4,0,218,864,3,RIGHT
0.0054,940,310,4,0,220,860,3,RIGHT
0.0054,944,310,4,0,222,856,3,RIGHT
0.0054,948,310,4,0,224,852,3,RIGHT
0.0055,952,310,4,0,226,848,3,RIGHT
0.0055,956,310,4,0,228,844,3,RIGHT
0.0055,960,310,4,0,230,840,3,RIGHT
0.0055,964,310,4,0,232,836,3,RIGHT
0.0055,968,310,4,0,234,832,3,RIGHT
0.0056,972,310,4,0,236,828,3,RIGHT
0.0057,976,310,4,0,238,824,3,RIGHT
0.0057,980,310,4,0,240,820,3,RIGHT
0.0057,984,310,4,0,242,816,3,RIGHT
0.0057,988,310,4,0,244,812,3,RIGHT
0.0058,992,310,4,0,246,808,3,RIGHT
0.0058,996,310,4,0,248,804,3,RIGHT
0.0058,1000,310,4,0,250,800,3,RIGHT
0.0058,1004,310,4,0,256,796,3,RIGHT
0.0059,1008,310,4,0,262,792,3,RIGHT
0.0059,1012,310,4,0,268,788,3,RIGHT
0.0059,1016,310,4,0,274,784,3,RIGHT
0.0059,1020,310,4,0,280,780,3,RIGHT
0.0059,1024,310,4,0,286,776,3,RIGHT
0.006,1028,310,4,0,292,772,3,RIGHT
0.006,1032,310,4,0,298,768,3,RIGHT
0.006,1036,310,4,0,304,764,3,RIGHT
0.006,1040,310,4,0,310,760,3,RIGHT
0.006,1044,310,4,0,316,756,3,RIGHT
0.0061,1048,310,4,0,322,752,3,RIGHT
0.0061,1052,310,4,0,328,748,3,RIGHT
0.0061,1056,310,4,0,334,744,3,RIGHT
0.0061,1060,310,4,0,340,740,3,RIGHT
0.0061,1064,310,4,0,346,736,3,RIGHT
0.0062,1068,310,4,0,348,732,3,RIGHT
0.0063,1072,310,4,0,342,728,3,RIGHT
0.0063,1076,310,4,0,336,724,3,RIGHT
0.0063,1080,310,4,0,330,720,3,RIGHT
0.0063,1084,310,4,0,324,716,3,RIGHT
0.0063,1088,310,4,0,318,712,3,RIGHT
0.0064,1092,310,4,0,312,708,3,RIGHT
0.0064,1096,310,4,0,306,704,3,RIGHT
0.0064,1100,310,4,0,300,700,3,RIGHT
0.0064,1104,310,4,0,294,696,3,RIGHT
0.0064,1108,310,4,0,288,692,3,RIGHT
0.0065,1112,310,4,0,282,688,3,RIGHT
0.0065,1116,310,4,0,276,684,3,RIGHT
0.0066,1120,310,4,0,270,680,3,RIGHT
0.0066,1124,310,4,0,264,676,3,RIGHT
0.0066,1128,310,4,0,258,672,3,RIGHT
0.0066,1132,310,4,0,252,668,3,RIGHT
0.0067,1136,310,4,0,246,664,3,RIGHT
0.0067,1140,310,4,0,240,660,3,RIGHT
0.0067,1144,310,4,0,234,656,3,RIGHT
0.0067,1148,310,4,0,228,652,3,RIGHT
0.0067,1152,310,4,0,222,648,3,RIGHT
0.0068,1156,310,4,0,216,644,3,RIGHT
0.0068,1160,310,4,0,210,640,3,RIGHT
0.0068,1164,310,4,0,204,636,3,RIGHT
0.0068,1168,310,4,0,198,632,3,RIGHT
0.0068,1172,310,4,0,192,628,3,RIGHT
0.0068,1176,310,4,0,186,624,3,RIGHT
0.0069,1180,310,4,0,180,620,3,RIGHT
0.0069,1184,310,4,0,174,616,3,RIGHT
0.0069,1188,310,4,0,168,612,3,RIGHT
0.0069,1192,310,4,0,162,608,3,RIGHT
0.0069,1196,310,4,0,156,604,3,RIGHT
0.007,1200,310,4,0,150,600,3,RIGHT
0.007,1204,310,4,0,144,596,3,RIGHT
0.007,1208,310,4,0,138,592,3,RIGHT
0.007,1212,310,4,0,132,588,3,RIGHT
0.007,1216,310,4,0,126,584,3,RIGHT
0.0071,1220,310,4,0,120,580,3,RIGHT
0.0071,1224,310,4,0,114,576,3,RIGHT
0.0071,1228,310,4,0,108,572,3,RIGHT
0.0071,1232,310,4,0,102,568,3,RIGHT
0.0071,1236,310,4,0,96,564,3,RIGHT
0.0081,1240,310,4,0,90,560,3,RIGHT
0.0082,1244,310,4,0,84,556,3,RIGHT
0.0082,1248,310,4,0,78,552,3,RIGHT
0.0082,1252,310,4,0,72,548,3,RIGHT
0.0085,1256,310,4,0,66,544,3,RIGHT
0.0086,1260,310,4,0,60,540,3,RIGHT
0.0086,1264,310,4,0,54,536,3,RIGHT
0.0086,1268,310,4,0,48,532,3,JUMP
0.0087,1272,298,4,-12.2,42,528,3,JUMP
0.0087,1276,287,4,-11.399999999999999,36,524,3,JUMP
0.0087,1280,276,4,-10.599999999999998,30,520,3,JUMP
0.0093,1284,266,4,-9.799999999999997,24,516,3,JUMP
0.0093,1288,257,4,-8.999999999999996,18,512,3,JUMP
0.0093,1292,249,4,-8.199999999999996,12,508,3,JUMP
0.0093,1296,242,4,-7.399999999999996,6,504,3,JUMP
0.0094,1300,235,4,-6.599999999999996,0,500,3,RIGHT
0.0095,1304,229,4,-5.799999999999996,6,496,3,RIGHT
0.0095,1308,224,4,-4.9999999999999964,12,492,3,RIGHT
0.0095,1312,220,4,-4.199999999999997,18,488,3,RIGHT
0.0095,1316,217,4,-3.399999999999997,24,484,3,RIGHT
0.0095,1320,214,4,-2.599999999999997,30,480,3,RIGHT
0.0096,1324,212,4,-1.799999999999997,36,476,3,RIGHT
0.0096,1328,211,4,-0.9999999999999969,42,472,3,RIGHT
0.0096,1332,211,4,-0.19999999999999685,48,468,3,RIGHT
0.0096,1336,212,4,0.6000000000000032,54,464,3,RIGHT
0.0096,1340,213,4,1.4000000000000032,60,460,3,RIGHT
0.0096,1344,215,4,2.2000000000000033,66,456,3,RIGHT
0.0097,1348,218,4,3.0000000000000036,72,452,3,RIGHT
0.0097,1352,222,4,3.8000000000000034,78,448,3,RIGHT
0.0097,1356,227,4,4.600000000000003,84,444,3,RIGHT
0.0097,1360,232,4,5.400000000000003,90,440,3,RIGHT
0.0097,1364,238,4,6.200000000000003,96,436,3,RIGHT
0.0098,1368,245,4,7.000000000000003,102,432,3,RIGHT
0.0098,1372,253,4,7.8000000000000025,108,428,3,RIGHT
0.0098,1376,262,4,8.600000000000003,114,424,3,RIGHT
0.0098,1380,271,4,9.400000000000004,120,420,3,RIGHT
0.0098,1384,281,4,10.200000000000005,126,416,3,RIGHT
0.0098,1388,292,4,11.000000000000005,132,412,3,RIGHT
0.0099,1392,304,4,11.800000000000006,138,408,3,RIGHT
0.0099,1396,310,4,0,144,404,3,RIGHT
0.01,1400,310,4,0,150,400,3,RIGHT
0.01,1404,310,4,0,156,396,3,RIGHT
0.01,1408,310,4,0,162,392,3,RIGHT
0.01,1412,310,4,0,168,388,3,RIGHT
0.0101,1416,310,4,0,174,384,3,RIGHT
0.0101,1420,310,4,0,180,380,3,RIGHT
0.0101,1424,310,4,0,186,376,3,RIGHT
0.0101,1428,310,4,0,192,372,3,RIGHT
0.0101,1432,310,4,0,198,368,3,RIGHT
0.0102,1436,310,4,0,204,364,3,RIGHT
0.0102,1440,310,4,0,210,360,3,RIGHT
0.0103,1444,310,4,0,216,356,3,RIGHT
0.0103,1448,310,4,0,222,352,3,RIGHT
0.0103,1452,310,4,0,228,348,3,RIGHT
0.0104,1456,310,4,0,234,344,3,RIGHT
0.0104,1460,310,4,0,240,340,3,RIGHT
0.0104,1464,310,4,0,246,336,3,RIGHT
0.0104,1468,310,4,0,252,332,3,RIGHT
0.0104,1472,310,4,0,258,328,3,RIGHT
0.0104,1476,310,4,0,264,324,3,RIGHT
0.0105,1480,310,4,0,270,320,3,RIGHT
0.0105,1484,310,4,0,276,316,3,RIGHT
0.0105,1488,310,4,0,282,312,3,RIGHT
0.0105,1492,310,4,0,288,308,3,RIGHT
0.0105,1496,310,4,0,294,304,3,RIGHT
0.0107,1500,310,4,0,300,300,3,RIGHT
0.0107,1504,310,4,0,306,296,3,RIGHT
0.0107,1508,310,4,0,312,292,3,RIGHT
0.0107,1512,310,4,0,318,288,3,RIGHT
0.0107,1516,310,4,0,324,284,3,RIGHT
0.0108,1520,310,4,0,330,280,3,RIGHT
0.0108,1524,310,4,0,336,276,3,RIGHT
0.0108,1528,310,4,0,342,272,3,RIGHT
0.0108,1532,310,4,0,348,268,3,RIGHT
0.0108,1536,310,4,0,354,264,3,RIGHT
0.0109,1540,310,4,0,360,260,3,RIGHT
0.0109,1544,310,4,0,366,256,3,RIGHT
0.0109,1548,310,4,0,372,252,3,RIGHT
0.0109,1552,310,4,0,378,248,3,RIGHT
0.0109,1556,310,4,0,384,244,3,RIGHT
0.0109,1560,310,4,0,390,240,3,RIGHT
0.011,1564,310,4,0,396,236,3,RIGHT
0.011,1568,310,4,0,402,232,3,RIGHT
0.0111,1572,310,4,0,408,228,3,RIGHT
0.0111,1576,310,4,0,414,224,3,RIGHT
0.0111,1580,310,4,0,420,220,3,RIGHT
0.0112,1584,310,4,0,426,216,3,RIGHT
0.0112,1588,310,4,0,432,212,3,RIGHT
0.0112,1592,310,4,0,438,208,3,RIGHT
0.0112,1596,310,4,0,444,204,3,RIGHT
0.0112,1600,310,4,0,450,200,3,RIGHT
0.0112,1604,310,4,0,452,196,3,RIGHT
0.0113,1608,310,4,0,454,192,3,RIGHT
0.0113,1612,310,4,0,456,188,3,RIGHT
0.0113,1616,310,4,0,458,184,3,RIGHT
0.0113,1620,310,4,0,460,180,3,RIGHT
0.0113,1624,310,4,0,462,176,3,RIGHT
0.0114,1628,310,4,0,464,172,3,RIGHT
0.0115,1632,310,4,0,466,168,3,RIGHT
0.0115,1636,310,4,0,468,164,3,RIGHT
0.0115,1640,310,4,0,470,160,3,RIGHT
0.0115,1644,310,4,0,472,156,3,RIGHT
0.0115,1648,310,4,0,474,152,3,RIGHT
0.0116,1652,310,4,0,476,148,3,RIGHT
0.0116,1656,310,4,0,478,144,3,RIGHT
0.0116,1660,310,4,0,480,140,3,RIGHT
0.0116,1664,310,4,0,482,136,3,RIGHT
0.0116,1668,310,4,0,484,132,3,RIGHT
0.0117,1672,310,4,0,486,128,3,RIGHT
0.0117,1676,310,4,0,488,124,3,RIGHT
0.0117,1680,310,4,0,490,120,3,RIGHT
0.0118,1684,310,4,0,492,116,3,RIGHT
0.0118,1688,310,4,0,494,112,3,RIGHT
0.0118,1692,310,4,0,496,108,3,RIGHT
0.0118,1696,310,4,0,498,104,3,RIGHT
0.0119,1700,310,4,0,500,100,3,RIGHT
0.0119,1704,310,4,0,502,96,3,RIGHT
0.0119,1708,310,4,0,504,92,3,RIGHT
0.0119,1712,310,4,0,506,88,3,RIGHT
0.0119,1716,310,4,0,508,84,3,RIGHT
0.012,1720,310,4,0,510,80,3,RIGHT
0.012,1724,310,4,0,512,76,3,RIGHT
0.012,1728,310,4,0,514,72,3,RIGHT
0.012,1732,310,4,0,516,68,3,RIGHT
0.012,1736,310,4,0,518,64,3,RIGHT
0.0121,1740,310,4,0,520,60,3,RIGHT
0.0122,1744,310,4,0,522,56,3,RIGHT
0.0122,1748,310,4,0,524,52,3,RIGHT
0.0122,1752,310,4,0,526,48,3,RIGHT
0.0122,1756,310,4,0,528,44,3,RIGHT
0.0122,1760,310,4,0,530,40,3,RIGHT
0.0123,1764,310,4,0,532,36,3,RIGHT
0.0123,1768,310,4,0,534,32,3,RIGHT
